comment,rating_star
"Need to ask for ship out first then baru item akan do ship out. Item received but pecah at the side part of the body, tak_dibalut dengan bubble wrap, just two layer of boxes. Plus, mesej lambat direply walaupun dalam office hours.",0
Lambat nk hantar AF ni menunggu nak dapat dah cancel order baru lah nak hantar nyampah tapi nasib AF ni elok and cantik,0
"Super slow deliver out from seller. Super slow poslaju. Paid for Rm 19 courier fees, and I have to pickup my own. Terrible.",0
Penghantaran lambat ok boleh terima sbb covit..cuma kecewa kualiti kcg kecut dan rasa dh lain..trgin dari mengidam sampai gugur..dh smpai lg frussttpersevering_face,0
POOR SERVICE. POOR DELIVERY SERVICE. VERY LATE.... NOT RECOMMENDED. ONLY WHEN I ASKED FOR CANCELLATION THEY POST OUT MY PARCEL.,0
"Ship barang ambil masa yg lama, oder time 9 / 9 ship time 15 / 9.. Chat xreply.. Teruk",0
Bad qualityy cross_markcross_markcross_mark Not worth buyingcross_markcross_markcross_mark Bad seller service cross_markcross_markcross_mark,0
"Barang yang dihantar rosak. Beli 31 / 7/21, hantar 4 / 8/21 dan sampai 10 / 8/21.. air fryer nya kipas tidak berputar..mcm mana sy nk claim warranty. Brg harini 22 / 8/21 baru sempat nk guna..",0
Baru guna 3 kali skru dah terkeluar. Pikir la banyak kali before beli.,0
penghantaran lembab.. dah cancel order baru di pos.. face_with_raised_eyebrow,0
"bad service. bought as a gift but they send un - functional item. chat, whatsapp, email for warranty. no_reply.",0
Delivery fast but got scratches and dented,0
i rasa seller buta warna. suruh return bila kita chat tak_rep call tak_angkat. tapi online ja thumbs_down:_light_skin_tone,0
Received wrong model. The cheaper one. Waiting for replacement from the seller.,0
Semua oke. Penghantaran je lambat sikit.,0
Barang dah sampai...mmg cepat...tp ada sikit rosak pd airfryer...tp bila mesej nak tukar yg baru....asyik jwb bisnes hr isnin hgga jumaat....hello...hr ni isnin kot... Please la respond....,0
bought at 11 - 11-2020 . but when received its already spoiled . the seller told me send back to him and will replace a new 1 to me . after i send back . the seller everyday ask me to wait . after 2 weeks stil never_replace to me . until today 16 - 12-2020 the seller dun want replace and dun want refund.,0
"The timer cannot reset to 0, wrongly turned to 60mins need to wait 1 hr let it returned by itself, crazy hungry. No button to press to take out, need to pull hardly and insert back hardly. Not user friendly. Msg seller 2 weeks later only reply, better no_need reply.",0
"i asked so many times regarding the features, but they only answered me with no_definite answer. few times, ive been ignored. if they explain to me nicely, i ’ ll buy another model. this one is a bit small, and it makes a very loud noise.",0
Aku beli masa sale...sumpah lambat giler nk sampai..aku pm seller..auto je balas..xde penyelesaian langsung...sebelum beli baik pm dlu.. kalau nk balas pm pn payah...ko paham 2 la...xpernah lgi aku kena mcm ni. Aku xrekemen langsung..tq sbb sudi baca komen aku..sekian.,0
"Ordered 2 sets on 12 / 12, 1 came broken & the other wan not_functioning properly. Went to their store in Cheras for exchange. Got changed but no_any apologies or compliments for our effort. Regret with this brand",0
poor communication.. There is no_cooking basket but yet the seller doesn ' t wanna send over a new one as per the manual. No reply and have to wait few days,0
"scratches and delivery SUPER SLOW already piss off to buying this, please check your product before sold I spend this money not_to get a scratch item",0
Order 9hb Preparing 11hb Ship out 15hb  Teruk nau service kau wahai sellerthumbs_down:_light_skin_tonethumbs_down:_light_skin_tonethumbs_down:_light_skin_tonemenyesal pulek Aku beli time shocking salesconfounded_faceloudly_crying_face,0
I ordered airfryer and you have send me food chopper what is wrong with you people.,0
"I just dont understand, ordered perysmith but came in phillips? really?",0
Used once and the next day the fan no_longer functioning.,0
Performance : shopee express took too long to deliver,0
Received on 23 / 8 but first use 1 / 9.. When want to turn on.. Nothing happens.. Pls la perysmith..,0
The delivery took me more than 1 week.,0
ada pecah pada air fryer huhuh,0
Seller lambat shipping. lambat buat kerja.,0
Nak dekat sebulan baru sampai,0
花了好幾個地方 完美者請略過,0
Ok je...,0
"Selepas beberapa kali penggunaan masih berbau plastik hangit. Bila makan hasil gorengan, tekak rasa sakit. Dah cuci dgn baik tapi still bau hangit. Frust",0
Not function well Kalu guna mesti masakan x masak Even dh try 1 jam 1 / 2 with power 200 c Very frustrated,0
"order on 11 . 9.2021, after asking when will post the item only then packed and send the item on 15 . 9.2021.",0
"Performance : bad experience Safety : first time use handle have been break  seller not_responsible properly after selling, very very bad product",0
Bahagian pemegang sedikit tercabut,0
Super slow delivery,0
Bad service,0
服务态度很差 。,0
"Fast delivery, received within 24 hours The weight is very light compared to Phillips New Update: 1- poor quality as there are plastic smell even used for multiple times 2- the timer worked at first, but now it ’ s not_functioning at all (it will not_stop cooking, have to force stop) 3- Defects",0
"Got a faulty item. It emits a very loud fan sound and my fuse tripped after operating it for 1 min. Shopee and seller is assisting to claim warranty for the item. As of this review, no_updates received from seller. Not even acknowledgement of receipt. Only Shopee responded.",0
Good value for money. But have problem with the delivery process. Too slow and the shopee express only respond after I do email them. Next time have to make this never_happen again. The product its good. Already tried it once and it convenient to use.,0
Barang sampai dalam keadaan baik.. seller lambat post barang.. ambik masa 5hari..,0
Order on 11 / 11 Ship on 14 / 11 Received on 17 / 11 Very simple packaging without bubble wrap. Found some scratches on the AF. Very very hard to adjust the temperature below 120°pouting_facepouting_facepouting_facepouting_facepouting_face,0
Order 25 / 7 sptutnya seller kena pos out 28 / 7 tp 30 / 7 bry seller mik tindakan.. Saya trpaksa extend shoppe guarantee bru la seller pos out brg.. Air fyer berfungsi dgn baik.. Courier pon laju je.. Dlm sehari je smp. Seller perlu baiki dr segi service penghantaran.. Yg lain smu ok,0
"Post out yang agak lama oleh seller... Dapat barang 1 / 10, saya beli 25 / 9... Barang, ok dh test...",0
Just received my order. Looks like it ’ s been used. It came with a few imperfections (dents / scratches). The plastic seal came off as well.,0
Product is functioning. Hopefully no_issue coz very slow response and poor service from the seller. Pointless if quality product comes with poor after sale service.,0
"Performance : the tray is not_balance, the wire is dirty. But overall function is okay, just the sound is vey loud  Unhappy experience with the delivery. Item yet deliver to buyer but in system showed item delivered. Once asked for refund then only took action and replied message.",0
This is the second product bought with Perry Smith. Previous bread maker was a pleasant one but this time kinda disappointed as you can see there are scratches and uneven paint appearance.,0
"Lmbt smpai, brng main campak ja depan rumah. Bubble wrap tiada mujur berfungsi tiada kerosakan stkt ni.",0
i bought days ahead for my wife ' s birthday but it took forever to reach..waited for 5days still no_receiving..ended up i have to go pick up from the courier warehouse on my own as I want to give it on her birthday. there are some pretty obvious scratches on the appliances too.,0
Ship out very very very slow downcast_face_with_sweatdowncast_face_with_sweatdowncast_face_with_sweat ask for the customer service also didn ' t reply grinning_face_with_sweatgrinning_face_with_sweatgrinning_face_with_sweat btw the condition of the product is OK grinning_face_with_big_eyesgrinning_face_with_big_eyes,0
"This air fyer quality not_so good as my expectation , com out very noisy sounds when use...even louder than my used fyer..:( sorry for . bad comment about quality, not_ffence to do that..just . be honest...but good service line and delivery",0
Good product & Good quality.. Penghantaran lambat.. Tak mesra pelanggan..,0
Shipped out dr seller sgt lambat.. Penghantaran dr courier good Quality product good,0
"just nice, but it takes 1 month to delivered, post laju such a pain in the ASS, totally not_worth to wait such long although the package is safely arrived, i should pay half from the total delivery cost, the seller also didn ’ t reply at all! wtf!",0
Seller super laju.. But courier services superr duper lambat..thumbs_downthumbs_downthumbs_down. Cdgan sy kpd seller mohon tukar courier yg lain..,0
Product Quality is all good but they take too long to post out.,0
"Bad packaging, only rely on the original box, should add plastic / bubblewrap layer, even some sealing tape is opened i dont know by who. Shipping price to sabah is expensive but the result is dissappointing. As for the product itself, so far so good.",0
"Safety : Not well function. The timer is always stuck and will stop not_at no. 0. I just used it 2, 3 times and this problem appeared.",0
"Give 2 star only bcs im so frustrated with the service and the product. After trying for the first time, my air fryer not_functioning well. Chat with the seller, but very slow reply. Return the item, got rejected. Make complaints then they agreed to give refund back. Not my luck i think.",0
"I help my cousin to purchase this, And she is complaint why supplier did not_wrappinp the items with buble wrapped? Items received with small crack on the handle area. Items was working , just not_satisfied with the way of the supplier wrapped the items.",0
placed order 6 . 6..item shipped out from seller 13 . 6..item rcv 18 . 6.Packing n Delivery service very slow n unexpected. Outer carton care mark ~ Handling mark put reversely with inner carton handling mark or product placed reservely against the handling direction.. Luckly no_caused any damage to product,0
Received with defect with knob broken. Contacted shop agent but already 2 weeks they still investigate man_facepalming:_light_skin_tone. Very upset. Hopefully i will received good news afterwards. Sales after services need to improve further.,0
Seller post barang sgt lmbt. kalau nak beli kene sabar mayb dlm seminggu dua bru smpi. brg xsure ok ke x sbb bg hadiah kat org.,0
barang lambat sampai double_exclamation_markdouble_exclamation_markdouble_exclamation_markdouble_exclamation_mark  seminggu baru dapat barang double_exclamation_mark jenuh dok tunggu air fryer ni sampaidouble_exclamation_markdouble_exclamation_mark benda kl je pun double_exclamation_markdouble_exclamation_markdouble_exclamation_mark,0
Dapat barang rosak. Lampu tak_menyala dan takda haba. Hantar ke HQ dan servis inspection sgt slow . baik beli brand lain je,0
Penghantaran sangat lambat dari seller. Beli 30 . 7.21 pagi. Tracking number 4 . 8.21 baru keluar. Kualiti produk berpatutan dengan harga.,0
"Received dirty and dented item. Informed seller twice, but no_response from them. Quite disappointed.",0
"Sunguh slow lahai untuk penghantaran, bukan_salah courier. Seller sendiri lambat post barang. upside-down_face",0
penghantaran slow. bermula dr 9hb smpai 18hb sept. brg ok. chat pun lmbat bls,0
"Setakat ni baru pakai masak fries. Tapi memang kena terbalik 2 fries tu. Kalau tak, tak_sekata. Seller ship keluar product tersangat la lambat. Sampai kena tanya banyak kali. Kena letak ship ambil masa 7 hari or whatsoever. Esok due memang hari ni baru ship. Klu beli as gift memang sakitla",0
Barang smpai dgn baik.. tapi pnghantaran lmbt sngt,0
Order 9 / 9 sale.. sampai 19 / 9 lm jgksmirking_face sekali sampai crack.. ms check xperasan blkg ada crack.. msj seller pon xbls expressionless_face,0
Beli mase 12 . 12. Barang sampai 20 . 12. Barang simpan kat gudang oii. Lepas ni guna JNT la,0
"Bought it on 11 / 11, received on 14 / 11. Found out scratches on the air fryer",0
"Got scratch, din pack the goods probably",0
1st time I give bad rating to shopee seller... lebih seminggu bru nk ship out tu pn lepas kita keep asking...da ship out...shoppe express pulak yg simpan lma² kt hub tu...pls improve your service..klau item xde stok then let buyer know..jgn pushing cakap sana sni coz sblm ni my sis oder xdelay pn,0
The delivery guys didn ’ t called us to received it. J & T left my box on my porch.. dont know how he did it ad my gate is lock. We are in the house and he didnt called us at all…,0
Penghntran lmabat.. hampir 2 minggu ada d pejabat pos.. sy terpksa pickup sendiri d pejabat pos.,0
Ok la dgn harga. Kne tolak kuat sikit bru dpt bkk n masukkn...,0
Safety : Disappointed. Broken unit was received.,0
box was damage seller should put fragile sticker,0
"Disappointed. Paint a bit spoiled, others okay.",0
Nak post brg ambil masa lama sangat.,0
Seller didn ' t provide buyer phone no,0
Seller pos barang lambat sangat 2.,0
"Kotak sudah rosak, delivery slowly",0
Bought 3 for my aunties . Found that one of them was broken & damaged.Can u do something to help to solve this problem?,0
"Ingatkan memudahkan, rupanya merenyahkan.. 2 x set masa dgn alihkan benda yg di goreng baru masak.. saja test masak nuggets.. atas tu okay jela masak pastu yg bawah jadi lembik wap air mcmna entah.. alihkan yg bahagian bawah ke atas pastu set masa balik.. hmmph entah apa je … mcm menyusahkan.",0
Have scratches…… not_yet use also abit disappointed haizzz,0
Order hari selasa.. Dalam seminggu jugak baru dapat..hermmmm,0
Fast delivery. Good packing. Air fryer ni bunyi kuat dan bising macam guna vaccuum cleaner anxious_face_with_sweat. Anyway please visit my shopee shop for variety of plants with affordable price grinning_face_with_big_eyes,1
"Delivery laju. Packing elok. Cuma bila guna, bunyi bising macam vacuum rolling_on_the_floor_laughing. Air fryer cantik tapi bising la. Kentang masak tapi jadi keras lepas guna air fryer.",1
Item received after 10 days i placed order on 6th June. Took the seller 2 days to ship and 8 days for pos laju to hantar. But overall the product is safely arrive with a good condition. Bought for my mom dekat kampung. Kesian my mom tunggu lama for this to arriveconfused_face Hopefully it works well.,1
Safety : ok ok ok Performance : bagusOK_handOK_hand  Setelah berapa hari . menunggu sampai . jugak.allhamdulilah besar rupa nya ingat kn sedang 2 sperti yg ada dlm . pikiran ku.. Kotak malas nk bukak sbb nk bagi mak mertua.. Barng cantik puas hati peking pun baik en selamat love sgt . tq semua nya..,1
"Barang sampai elok & cantik & berfungsi dgn baik.. Saya bagi starstarstar sebab servis lambat, order & buat bayaran pada 9 . 9, seller packing brg pd 11 . 9 and perap brg sampai 15 . 9... Nasib J & T deli cepat. Ambil masa 1 minggu utk brg sampai pada customers... Msg seller senyap and xde reply.. please improve..",1
Penghantaran lambat sikit 8 hari gitu so tolak 2 bintang.. 3 bintang untukharga sbb murah.. guna pos laju. tapi nk tumggu pos lama.. sebab ye la barang berat dan besar so saya faham.. beli sales 6 . 6 2021 dapat 15 . 6 2021.. huhuhuhu,1
Worthwhile for the price due to 12 - 12. Not 5 star because of the long waiting while it ' s Klang Valley. Too long waiting for shipping and Poslaju delivery is slow. I had to wait 10 days. Advised cooking times are not_so correct. Nuggets were dried out. Next time lower time / temp and duration.,1
It takes 4 days to ship out..chat seller but no_response..luckyly the courier only takes one days to send the item..product okey no_problem..cuma bunyi lagi bising dari mesin basuhgrinning_face_with_sweat..,1
Fast delivery and good response from customer service on defect item.,1
"Order 6 / 6, seller send out after a week. So disappointed. Local seller not_from china. Luckly item received with no_defect and any damaged.",1
"Delivery lmbat brg kna peram dlu, bila tnya seller x mmbantu sngat pun sleepy_face.. Brg bila smpai tip top... thumbs_upthumbs_up",1
Packing bagus. Berfungsi tp sgt 2 terkilan. Bahagian atas ada warna yg tercalar. Sepatutnya seller check dulu sblm dipos kepada customer. Frust..,1
Saiz Airfryer XL..tapi pan n basket saiz kecil saja..tidak seperti yang dijangkakan..relieved_face,1
Performance : So so. it works well but taste is rather meh Safety : Loud sound. Quite scary  Material used is rather flimsy - Cheap. But price tag isn ' t cheap. Quite a disappointment.,1
"Poor on services. My air fryer was upside down when i received it. The air fryer byk calar. And no_warranty card. Please contact me regarding this. I need my warranty card. As long as my AF still working, im give u only 3 star. I put high expectations towards you seller. Sad",1
"Delivery lambat as seller said hig volume of sales.. no_wrapping at all, abit risk.. box has beean broken (as per picture) item inside is ok.. Function yet to try.. hope it will function well",1
Tq..Barang baru nak cuba..3 starstarstar saja sebab barang macam bola sepak pusing sana sini banyak kali sedangkan sama negeri je seller dan buyer..call JNT katanya alamat tak_jelas print (boleh rujuk gambar)..fizikal barang smua ok..calar² manja tu normal..,1
Lambat sangat sampai tapi dah sudah terima. Semoga menjadi kemudahan di rumah. Barang Dalam keadaan baik Dan elok. I bagi 3 Bintang sahaja sebab terlalu lama menunggu... Sorry naik lori ya,1
"Delivery (good), customer service (good), i just not_satisfied with the product, I ’ ve made first testing to cook nugget and currypuff, 180’ for 40minutes, its half cooked , I’ve refer the guidance book properly but the performance is far from my expectation.",1
Barang sampai laju. Cuma ship out je lambat. Bukak jee kotak. Tanjat boboi plastik dah macam tu. Macam dah ade yang bukak. tired_facetired_faceweary_face barang elok jee semua. thumbs_up:_medium-light_skin_tonethumbs_up:_medium-light_skin_tonethumbs_up:_medium-light_skin_tone,1
Sorry. Video takde sbb belikan utk kakak. Order 25 hb. 30 hb baru seller pos. Katenya delay. postage by batch. 31 hb smpai. Takpe la lambat sampai. Janji barang sampai elok x de rosak ape 2..,1
"Air fryer ni makin lama makin tak_panas... Masak kentang smpi 2 kali putar. 200 "" selama 60 minit.. Lembik je jadi. Bukan garing tak_sdap kentang masak dlm ni.. Baik goreng je senang.. Bread maker bagus. Airfryer tak_bgus.. Mcm mhl plak.. Lpastu tak_brapa nk ok",1
ada crack. mungkin dari supplier lagi. sblum ni ada plastik berkedut. dah buka plastik baru nmpak crack. kotak okey tak_ada kemek sikit pon. airfryer boleh guna thumbs_up:_light_skin_tonethumbs_up:_light_skin_tone,1
"Performance : not_so good Safety : good  Cuba masak nugget, kata 20 minit tapi kurang masak. Terpaksa tambah masa lagi. Delivery pun lambat. Order 8 ogos sampai 16 ogos",1
Slow delivery by seller. Poor chat respond by seller. Product is good,1
Penghantaran lambat....kotak x dbalut dgn wrap burble...x ada sticker Fragile dluar kotak...hanya belah dalam..brg cntik besar....cpt masak....,1
"Air fryer cantik.. Seminggu lebih br sampai.. Dah try bakar ayam, burn cheese cake jadi.. Tapi bila buat kek coklat dan marble kek tak_jadi la.. Tak masak dalam huhu.. Stress lak.. Tak mencapai KPI.. frowning_face.",1
Perrysmith mmg terbaik.. Tp seller perrysmith je yg tak_berapa nak baik. Respond chat lembab sangat. Bila cakap nak cancel baru nak reply.,1
"Barang sepadan la dgn harga. Tp klu nk dibndingkan dgn harga sblm lest tu sgt 2 x lojik. Kualiti memuaskan. Tp hampa, seller lmbat nk blh post barang tggu last date bru sent... Sorry dpt bg 3 je... Servis out.",1
"Fast delivery. However, there is scratch marks on the temperature button.",1
Timer x reset to 0 after complete masak and xda bunyi after dh siap. I chat seller but no_response. Then I request to refund baru seller reply. Then I sendri post back to HQ to change. Seller not_helpful,1
kotak ada kesan terkoyak sedikit.. pembungkusan tak_ok sbb tak_wrapping dengaq plastik biasa.. kotak nampak brg yg kita beli tak_ok sbb takut ada kecurian sbb saya rumah jenis flat bila p keja brg tinggai diluar takut ada kecurian.. tq seller brg dlm cantikk,1
"Seller ambil masa yg agak lama utk pos barang, sbb tu la saya bagi rating 3bintang sahaja , rating 5 bintang utk jnt sbb barang amik masa sehari je utk sampai",1
Masa penghantaran ok la.. cuma barang received ade dent hmm.. kecewa loudly_crying_face,1
Delivery was on time. But item received with missing one rubber stand. How to claim it?,1
Alhamdulillah dah cuba pakai sekali. so far so good lah sbb jarang pakai benda ni haha.. penghantaran sedikit slow mgkin sbb lockdown atau pkp ni. brg diterima dengan baik tiada cacat cela. rating penggunaan produk setakat 3star boleh bagi.. terima kasih seller selepas diberitahu bila boleh pos.. OK_hand,1
Product is good quality just the service of pos laju is the worst. Pos Laju failed to deliver my parcel due to their laziness staffs and dropped my parcel collection point and ask me to pick it up. Pls next time dont use this pos laju,1
"brg sampai dgn selamat cuma seller slow hantar brg. beli 7 . 7, tapi seller ship 13 . 7. bila chat jwb mcm tak_bersalah je. kualiti brg ok. den bagi 3 bintang sbb sikap seller yang kurang memuaskan hati pelanggan. bukan_review namanya kalau tak_jujur.",1
Penghantaran yg pantas. Smpai dlm keadaan yg baik. Harini bru nk cuba test. Try masak ikan suhu 180 20 minit ikan tkmasak. Try kentang 200 20 minit pon tkmasak. Adehhh jadi fail plk memasak dlm air fryer nismiling_face_with_tear @ ada problem lain?,1
Order 9 . 9.20. Dapat pada 18 . 9.20..AF berfungsi dengan baik. walaubagaimanapun didapati tiada sebarang label kelulusan SIRIM pada air fryer ini..seller tidak memberi respons terhadap isu SIRIM..juga tiada sebarang resit pembelian daripada kedai disertakan...,1
"Air fryer dia okay..cantik design dia..worth it for buy..cuma servis perlu diperbaiki . barang sampai lambat dan silap , selepas itu seller ganti dan berikan free gift..terima kasih untuk free gift..",1
"Kalau beli time sale ja memang lembab... Seller lembap nak ship, jnt lembap nak deliver... Kuality barang ok la... Padan dengan harga..",1
The product function well. Low star because low customer services (not_reply the chat and very late shipping the item),1
Seller ambik masa yang lama nak pos. Tapi sampai dalam keadaan yang baik. Kualiti okayla.. ambil masa lama nak masak.,1
Built quality just on par. Suit the cheap price. Functionality work as expected.,1
Very slow service by seller...order 30hb 7...shiping 4hb 8...sampai 7hb 8...bila smpi kotak pulak koyak..mjur brg dlm tu tak_calar...ape 2 pn tq,1
Kotak ada kemik. Packaging tak_brapa baik nasib juga barang kat dalam elok saja. Belum try lgi pape roger,1
oil filter tak_boleh masuk dengan elok sebab ada bahagian besi terkeluar dan calarkan pan. terpaksa ketuk oil filter untuk pastikan besi masuk balik.,1
"The product works great. Makes cooking alot easier. But the customer service is rather bad at communicating. As they refuse to give me an estimate time of delivery after 4 days making a purchase and sent me something about a gift, which I did not_receive with my itemwoman_shrugging:_light_skin_tone",1
The functional application is still need improved because I got try to cook few dishes already but the tastes and work up are not_so good. The delivery times spend for waiting one weeks plus and status is need to chase just received to update.,1
I have bought 3 unit as a giveaway for my customer… unfortunately the courier services was taking 10days plus… and Their customer services not_really friendly.. they just reply me a msg asking me contact the courier company by my own ==,1
The timer doesn ’ t work too well as it will stop even before reaching 0. And the temperature is pretty low too. I need to put 200c for most things instead of recommended temp to be cooked at the right time.,1
"Seller not_responsive at all and it took almost one week to ship and when I text the seller, I got no_response until the item shipped but product overall is okay",1
"Barang lambat sampai guna poslaju. Terpaksa kene pergi ambik, kalau tunggu poslaju hantar tak_tau la bila sampai. Dkt sminggu tggu barang sampai. Seller boleh guna courier lain. Tq",1
"Kali k 2 beli..barang oke, cantik.. Cume boleh perbaiki dri segi pos la.. 3 hari baru nak pos.. Yg 1st beli ritu pn sama..seller pos lambat",1
"guna produk dlm 3 - 4 kali dan saya dapati; 1. (exhaust fan) tidak berfungsi dgn baik...kadang 2 laju, kadang 2 perlahan 2. timer (button) gagal berfungsi dengan baik.",1
"If you buy during promotion, be patient because the shipment take too long to be shipped.. relieved_facerelieved_facerelieved_face But the product is ok..",1
Pengeluaran barang dari seller amat lambat. Tiada sebarang respon diruang chatvapabila ditanya. Service untuk seller 1 start only. Service dari pihak penghatar 5 start,1
barang function. cantik tapi ada minor scratch kat timer. seller ambil masa lama untuk pos.. yang lain ok..sori xboleh bagi 5 bintang,1
Seller took a week to deliver the item to courier. The item working fine so far. A bit scratch under the pot.,1
Item okay berfungsi dengan elok tapi ship out from seller lambat giler lebih dari masa yang ditetapkan oleh shopee,1
AF lambat utk dipos. Poslaju pon lembab. Sy bg rating rendah sbb servis yg disediakan tidak memuaskan.,1
"Seller ambil masa terlalu lama utk pos brg , hampir 2 minggu bru terima brg",1
Barang ok. Beli 7 . 7 sale. Cuma barang lambat di ship. 15 / 7 baru ship..,1
"Delivery time as normal , service from seller not_on time , overall ok",1
barang function well as expected tapi delivery poslaju lembab makan masa berminggu 2,1
"Product ok, but delivery was slow because they shipped it late.",1
Delivery lambat. 7 hari baru terima barang. Barang ok jer.,1
Barang sampai dengan selamat. Masa tgh memgoreng asal bunyi macam ni ye. Ke ade yang tak_ketat ke kne setting,1
"Ordered on 8 . 8, received only 20 . 8! man_facepalming  Even though my house is only 5 mins away from seller ' s place. But product is working well so far, tried making french fries and popcorn chicken, it turned out well. Hope it ' ll last long.",1
"Order on 11 . 11 ship out on 18 / 11 (this time terfikir barang terbakar ke? Kes veyrel kot) and receive on 24 / 11. The product: 3 / 5, really light. Macam mainan diy. Basket holder hard to pull and push (differ w philips) tataula cane orang guna if u want to buy makesure penuh keimanan dan kesabaran",1
There are some flaws quite disappointed Delivery in good condition.,1
Barang ok cantik cuma saller lambat sikit menghantar keluar,1
"dh pkai bbrapa kali, but recently tktau la dia tk ckup power ke apa, tpi bila dia dh nk msk terus off power. bunyi tinggg dh siap pun tkde. tpi tkla slalu jdi. dia jd skali skala je. pstu as in picture ade dented sikit. but overall ok la beli pun masa promo so yeah thankss",1
"Dah guna Masak ikan bakar. Nice thumbs_up., Bau pun X kuat. Harap tahan lama. Used it 3 to 4 time. Heating problem, masakan x masak sbb barang x panas. Updated 12 / 4/2022. Demand full change of product instead repair and charge us. loudly_crying_face",1
Not Bad. But ship out around 1 week Very slow after purchase.,1
Terima dlm keadaan kotak koyak. Mungkin geng courier yg koyak sbb nk tgk brg betul atau tidak.,1
"It functions well, but have scratches and even dent lol. I contact customer support but they dont reply me. I wasnt going to return it tho at that time since i have no_time to do so. But they simply ignore me. No proper apologize, and dont comeout with any solution.",1
Yang lain semua ok..tapi ada 3 skru tak_ketat kan dengan betul,1
The fryer is too light and hard to take out.,1
"Dh beb . kali order brg brnd perry smith...kualiti memng tbaik...tp yg air frayer ni seller hntr xde free giftgrinning_face_with_sweat..beb Kali msg...kt akn check dgn team , Dan akn hubungi Sy smula tp tggu punya tggu , k sudah xde....last 2 bila minta refund br nak rspon msg Sy...br nak hntr free gift yg d jnjikn...btw , tq ye seller",1
"Item received in good condition, but didn ' t come with the warranty card sleepy_face",1
The quality was not_so good. Took a long time to cook the fried chicken eventho i follow the menu given. Overalls everything is ok,1
Why delivery is self collect at receiver? In fact paid full for standard delivery fees RM 65 . 00. Pos laju no_door delivery service?,1
Seller lambat respon. Hampir cancel pembelian la jugak.. Beli tarikh 7 . 7... 13 . 7 baru seller respon 15 . 7 baru brg sampai.,1
Slightly scratch on the body when received maybe the scratched happen during or before packing the item.,1
"It takes almost 3 weeks to deliver when I live in Klang Valley, too slow.",1
Lambat jugak dia ambik masa nak delivery. Dah cuba bakar ikan. Okay la juicy,1
courier service J & T service very bad ， just put the parcel outside door gate ， did not_inform,1
The time sometimes accurate sometimes inaccurate better buy digital air fryer,1
"service penghantaran sgt lambat n mengecewkan, melebihi tarikh sepatutny sampai",1
Payment 14 / 8 Receive 21 / 8 Please improve delivery service,1
maybe the seller is ai dont have the customer service to reply anything,1
Fast delivery but not_in good condition,1
Performance: no_use yet Safety: no_use yet Remarks: look ok but try poket fryer cannot take out,1
Good quality but where is the cooking basket?,1
Product ok. Just the box come with smelly flavour,1
"Delivery very slow, overall other so Far is OK.",1
"Good product, late delivery so I give 3 star",1
What a bad experience with this seller..,1
Poor delivery service. Sangkut jnt nearly 2weeks.,1
Received after 1 week. Quality quite ok,1
Ambik masa lama utk pos... Brg ok,1
Pot agak ketat setiap kali bukak tutup,1
Poor courier service by pos laju!,1
Very satisfied with the product!,1
机身表面有不能擦脱的白痕 ， 而操控盘表面也有刮痕 …… 虽然不影响使用 ， 但还是会有少少失望 relieved_face 希望耐用 ……,1
Slow delivery,1
Nice tapi pghantaran lmbt,1
"Agak struggle sikit nak bukak, kena guna ibu jari untuk tolak frying basket tu keluar",1
"Don ' t really like it, not_working as I expected..only 5 star for the physical look.",1
Hi seller why I never_receive the warranty card? Overall ok,1
Good product.. reasonable price..,1
"Belum check lagi, tapi okay la kot",1
Will be hard to open and close,1
Delayed almost for 1 month,1
Cuma lambat panas Dan Masak,1
Received with minor scratches.,1
penghantaran lambat dari penjual,1
Boyekk buat masa ni..thumbs_up,1
Performance : not_yet try,1
Penghantaran lambat,1
Late delivery..,1
Lama sangat,1
Slow delivery,1
用的时候有点臭味,1
Terbaik,1
"Air fryer cantik nampak mahal. Tp tak_try guna lagi sbb nak bg birthday gift kat mak next week. Order 9 . 9 time sale pukul 12 malam dpt harga rm 168. Cuma seller ambik masa 5hari jgk baru pos. Nasib jnt buat keje laju. Overall puas hati, nanti dah try guna sy edit blik kalau rajin hihi",2
"Looks ok,, try it out and it ’ s work. Size just nice for d family for 4 I think. Quality wise so far ok, can ’ t expect very high quality. Wire not_so long…",2
"check_mark_buttonPaid 18 . 10.2021 post out 20 . 10.2021 fast-forward_buttonReceived 21 . 10.2021 red_heartBungkusan diterima dlm keadaan baik dan tidak terkoyak. OK_handBrg dpt seperti yg dipesan, brg juga kualiti dan berbaloi dengan harga. roseTerima Kasih seller & abg pos!grinning_face",2
