"Amalkan minum air kunyit pun bagus utk kulit. Tinggi antioksidan dan dapat kurangkan bau badan.",2
"Sayang tak mandi lagi ke? Bau mcm ulat gonggok ni.",0
"Ye ye ramai je suka outing, staycation and stuff but tak cakap pun kat korang.",1
"Nah kalau korang nak cari vials perfume original murah-murah! Click link bawah :",1
"Hahahaha kannn",2
"Tak tau nak buat apa kan 1 hari je?",1
"Korang yang bekerja cuti berapa hari seminggu? Ada ke orang cuti 4 hari seminggu?",1
"When weekend arrives, stay at home pilihan paling tepat.",2
"Dah rehat satu hari, esok nak start kerja balik dah fresh.",2
"Tu kalau cuti sehari. Kalau cuti dua hari, esoknya tu boleh mengemas-ngemas rumah.",2
"Tak cakap kat semua tapi I rasa mostly semua orang bila umur dah masuk 25 ke atas, dah penat;",1
"Almost 8-12 jam kat tempat kerja, balik rumah tu perasaan mcm pergi bercuti dah.",2
"Duk rumah lagi BEST!",2
"Dedua lah senang",1
"Orang lain kalau pesan pegi kerja “Elok-elok jaga diri bla bla bla…”",1
"Husband I : “Jangan langgar apa-apa.”",1
"Dia kata I TEBOJE. Dlm bahasa kelantan. Tau tak apa makna tu?",1
"I NAK TAHU SEMUA ISTERI MCM NI KE?",1
"Alhamdulillah, found my one normal man.",2
"Dia pun nampaknya boleh sesuaikan diri dgn perempuan gila dia ni.",2
"Kalau agak-agak dia tengok I dari jauh, tak pasti tu I ke apa ( rabun malam )",1
"Dah la lightweight teruk. Huu.",0
"I approve I suka I loveee 🥰 for my skin",2
"Strictly no paid twt",1
"Like I pernah je pergi mandi dgn muka makeup.",1
"Sometimes kita tak buang makeup pun pegi mandi sungai kan?",1
"I nak share my experience with @itskameliahq foundation!",1
"Waktu kau muda remaja mmg kau rasa keluar tu segalanya.",1
"Its Weekend! Korang spend weekend mcm mana?",1
"Best funny movie? Please suggest me!",1
"Its non-productive day.",1
"Habiskan masa watching movies.",1
"Dua when Facing problem, worried & sad.",0
"Tak okay. Tapi sentiasa mencari sebab untuk okay.",1
"Allah beri banyak nikmat & kebahagiaan lain.",2
"Atau habiskan masa kat rumah je, bermalas-malasan.",1
"Apa definisi reward me time yg paling best bagi you guys?",1
"Terkadang kita hanya berpura-pura tidak tahu sesuatu untuk mengelak rasa terluka.",0
"Amalkan minum air kunyit pun bagus utk kulit.",2
"Suami I kenkadang je dia mcm comel mcm sweet…",2
"Biasalah dlm marriage ada masam ada manis.",1
"Satu benda I suka pasal suami. Dia akan equal buat kerja rumah.",2
"Lepas siap dinner tadi, suami tengok tv kat luar, I duduk dlm bilik main phone.",1
"Ahh best lah best lah",2
"Weekend ni kalau korang nak tempat tenangkan diri dgn family, boleh datang sini.",2
"Habiskan hujung minggu kat sini.",2
"Bayangkan orang yg dah 2-3 kali pergi. Disambut kedatangan mereka oleh Allah.",2
"Tak kisah lah dia di dunia jahat atau baik.",1
"Perasaan I kalau dapat solat kat Masjid mesti rasa sayu, hati tenang sgt.",2
"Salam Jumaat sekaliannya. Semoga Jumaat hari ini adalah yg terbaik utk kita semua. Amin :)",2
"Dulu pun pernah orang cakap I catfish. Sbb ada account lain pakai gambar I & dia claim dia real, I yg fake. Camno.",0
"Gila dah semua manusia ni.",0
"Helloooo CATFISHHH",0
"Geram kan😩",0
"Terima kasih. Semoga Allah melimpah ruahkan rezeki:)",2
"Ada yg cakap anak austim mmg ada perangai yg mencederakan diri sendiri 🥺",0
"Ala bestnya ada KA",2
"Sign up harga RM59.99 dan enjoy 2 bulan percuma langganan. Kiranya utk 2 bulan tu korang dapat FREE je tonton semua benda UNLIMITED.",2
"The best pack ever I could say.",2
"Channel yg available semua dari local & international. So, mmg banyak variation yg korang boleh pilih utk tonton kat Astro nih.",2
"Rugi pulak kalau tak sign up kan.",2
"Its weekend and its time to remind you guys about this package!",1
"Up to 85 channels tau boleh tonton korang.",2
"Selamat Pagi semua. Sedar tak sedar dah pertengahan bulan Ramadhan dah ☺️",1
"Entah mcm mana lah dia boleh seksa orang sampai mcm tu. Dasyat betul🥹",0
"Sakit dada lagi 😔",0
"Baru nampak gambar terbaru Bella. Anak Istimewa & yatim piatu.",0
"Ada baca Bainun tu marah sbb Bella tarik langsir di rumah dia. Tapi takkan marahnya tu sampai segini teruk perbuatan dia kan?",0
"Sakit jiwa ke? Putus cinta ke?",0
"Haih. Hati ni masih tertanya.",0
"#Justiceforbella",0
"Kepada yg percaya Bainun tak bersalah, harap korang baca thread ni dan tengok video Bella di bawah sekali. Tak sanggup nak tengok. Sedih gila.",0
"Semoga pelaku dapat hukuman selayaknya.",2
"Apocalypes // Cigarettes After Sex",1
"Tidurlah. Jaga hati baik-baik.",1
"Dunia ni mungkin ramai manusia yg datang & mengecewakan mu, tapi terdapat banyak perkara lain yg pasti membuatmu selepas itu bahagia.",2
"“Ya Allah, macam biasa ye.” Ingat order teh tarik kat kedai mamak ke 😩",0
"Hmm ingat betul",1
"🌸🌸🌸🌸",2
"Cantiknyaaaa!",2
"Boleh cuba nnti mana lah tahu. Rezeki kan😘",2
"Ala betul ke yang selalu tweet doa & tulisan dia cantik tu sebenarnya catfish? Tapi muslimah sangat semua posting nya?",0
"Heheh tau tak ada brand nanti nak bagi hadiah giveaway this Gianna Bonia? 😍😍",2
"Selalu rasa doa mcm ni adalah jenis doa paling takda adab dan kurang ajar ☝🏻🥺",0
"Cantik kannnnn",2
"korang dah beli tudung raya ke? Kalau nak beli this tudung with such affordable price, boleh click link kat bawah tau!",2
"p/s: PROMO RAYA BAWAL 4pcs FOR RM100 ONLY 🌸",2
"Ada brand nak bagi hadiah handbag Bonia ni!",2
"Cantik gila kan🥺",2
"Berbuka dengan Sedap Malam :)",2
"YES YES YES 🥰😍",2
"I only accept a few from brand I knw. This year tak tahu lah berapa banyak campaign dah tolak 🥺",1
"I had to. Tak ada masa nak fokus. Kuatkan hati.",1
"My PR box from Signature Market so big. Tak sangka dia orang bagi satu pasar raya dekat I 😂",2
"Ya Allah takutnya 😩😩😩",0
"Maybank mmg tengah tak function ke sekarang? Apps maybank korang okay tak?",1
"Nah, I bagi link untuk korang tengok Astro Promotion ni. Ingat eh, every weekend 🌸",2
"Its weekend again, and perfect time utk nikmati #Astro60daysFree ☝🏻",2
"Dah tahu tak apa ni? Okay nak bagitahu ni in case ada yg tak baca sebelum nya!",1
"Dah delete gambar ke?!☝🏻",1
"I sedih sampai nangis baca semalam. Mmg sedih sungguh. Apa salah budak tu sampai mcm tu dia buat 😭",0
"Tahu takpe",1
"Bencinya kena baca kes during Ramadan. Buat nipis pahala puasa asyik mencaci maki Bainun tak guna.",0
“Sumpah meloya tekak nak panggil bonda pada seseorang yg takde perikemanusiaan🤮”,0
"Tahu takpe",1
"Dah weekend ke belum? Belum rupanya. Dah excited nak share story about Astro 🤣",2
"Kehidupan yg quite stable, on my own self. Nak apa semua boleh beli sendiri tanpa mengharapkan orang lain.",2
"Idk about everyone but Its a kind of Freedom for me.",2
"Kita kalau dah biasa berdikari, sensorang pun boleh hidup. InsyaAllah.",2
"Jeng jeng jeng! Siapa suruh beli size besar kalau size kecik lebih affordable dan senang dibawa ke mana-mana?",2
"Deal after Iftar, lepas tarawih terus bankin untuk Versace Eros Fullsize 100ml sekali dengan 5 jenis vials ✅",2
"Antara rezeki paling membahagiakan ialah customer yg mudah berurusan! Now time to packing-packing.",2
"Siapa nak perfume raya? Haa meh sini🙋🏻‍♀️",2
"I need an energy booster 😩",0
"Mengidam benda manish-manish 🥺",1
"InsyaAllah amin. Salam Ramadhan Irfan!",2
